fTNear,fTFar,fDelT,fQNear,fQFar,d
2091412568,2091412565,-3,1072,2525,30
2096096556,2096096553,-3,577,1938,30
2098847036,2098847030,-6,1133,3263,30
2103057661,2103057658,-3,836,2460,30
2103485993,2103485989,-4,618,327,30
2108571727,2108571722,-5,752,3960,30
2109322193,2109322188,-5,1234,2499,30
2109628697,2109628717,20,671,4623,30
2114454262,2114454257,-5,1401,3187,30
2115770098,2115770094,-4,1176,3086,30
2117067275,2117067289,14,1281,3161,30
2118466910,2118466905,-5,1053,3557,30
2128696390,2128696386,-4,1051,1681,30
2130813490,2130813488,-2,785,2786,30
2133912317,2133912314,-3,2058,4322,30
2143290282,2143290276,-6,46977,19488,30
2147691251,2147691249,-2,21327,34892,30
2148013722,2148013718,-4,942,2891,30
2148371670,2148371676,6,2189,1416,30
2151396801,2151396795,-6,907,3009,30
2151825276,2151825294,18,1160,2684,30
